Time,L_Hip_Joint,L_Hip_Vert,L_Knee,L_Ankle,R_Hip_Joint,R_Hip_Vert,R_Knee,R_Ankle
0.0,-8.8,-4.126946771980342,12.0,-0.6000000000000001,25.200000000000003,-4.0,1.4000000000000001,-11.663715892973578
0.01,-8.200000000000001,-4.2,9.600000000000001,1.8,24.6,-4.0,0.8217745991964132,-11.97044485710963
0.02,-6.800000000000001,-4.0,6.783551717897807,2.4000000000000004,25.8,-6.800000000000001,-0.2,-12.200000000000001
0.03,-6.800000000000001,-3.0,2.6,3.8000000000000003,24.6,-5.201429296070539,-1.8,-12.8
0.04,-7.6000000000000005,-1.6087842602513194,1.2000000000000002,4.800000000000001,24.200000000000003,-6.4,-0.994270645374825,-10.8
0.05,-7.2,-2.2314681208839278,0.4,6.0,24.400000000000002,-6.6000000000000005,-0.6000000000000001,-12.200000000000001
0.06,-7.6000000000000005,-0.4,2.2,9.600000000000001,24.0,-7.4,1.2000000000000002,-12.462338304854638
0.07,-8.4,0.2,5.4,8.619539930857307,23.6,-7.2,0.4,-11.998588084700708
0.08,-8.0,0.6000000000000001,6.6000000000000005,8.8,24.400000000000002,-9.200000000000001,-0.6000000000000001,-12.8
0.09,-5.800000000000001,-0.6000000000000001,7.6000000000000005,11.8,23.8,-7.800000000000001,-1.8,-11.4
0.1,-5.724749814614297,-0.8,11.200000000000001,14.0,24.200000000000003,-7.800000000000001,2.4000000000000004,-12.600000000000001
0.11,-6.6000000000000005,0.0,11.4,15.600000000000001,23.552248318513257,-9.200000000000001,0.6000000000000001,-11.8
0.12,-6.4,1.667724726607062,9.200000000000001,14.4,21.8,-9.200000000000001,1.0,-13.600000000000001
0.13,-4.6000000000000005,2.0,13.600000000000001,18.0,20.400000000000002,-10.200000000000001,-0.36017319675574977,-14.4
0.14,-5.0,-1.3342057742498923,12.0,18.8,21.0,-9.8,0.0,-11.8
0.15,-5.0,1.8,16.14121663212209,15.4,22.400000000000002,-9.536526064286832,-0.2554133813243492,-12.0
0.16,-3.2,-0.6000000000000001,14.200000000000001,15.410741447737685,21.8,-10.200000000000001,0.2,-11.200000000000001
0.17,-2.4000000000000004,2.0,13.600000000000001,13.8,21.400000000000002,-9.600000000000001,2.0,-12.8
0.18,-3.466482280424286,1.7270787931356517,13.200000000000001,16.400000000000002,20.8,-9.600000000000001,-1.0,-8.200000000000001
0.19,-2.0,1.8,9.4,12.4,20.400000000000002,-11.200000000000001,2.8671545865322856,-9.200000000000001
0.2,-0.3679938526260219,3.7779964826249426,10.200000000000001,13.0,19.0,-11.200000000000001,6.6000000000000005,-7.4
0.21,1.2000000000000002,2.6,7.223436290030392,13.559823198020771,19.8,-12.200000000000001,9.4,-9.44992068930379
0.22,0.5292423710331982,3.4000000000000004,5.800000000000001,11.600000000000001,17.619894914371113,-11.8,13.56329395274144,-7.4
0.23,0.6000000000000001,2.6,4.6000000000000005,10.8,18.6,-11.4,14.16204117968978,-6.6000000000000005
0.24,1.0,3.8000000000000003,1.6,11.200000000000001,15.200000000000001,-11.0,21.050384408212185,-6.141346946765417
0.25,2.6,4.800000000000001,12.200000000000001,13.0,14.564031591423058,-12.0,20.8,-5.6000000000000005
0.26,3.2,3.2,14.200000000000001,9.8,14.200000000000001,-11.600000000000001,23.97343859282494,-6.6000000000000005
0.27,2.0,4.800000000000001,14.0,9.477287547300257,13.600000000000001,-13.4,27.652913315404316,-4.4
0.28,3.190974683266964,4.4,11.8,8.0,12.600000000000001,-12.0,30.1724815799844,-4.815762468910105
0.29,3.4000000000000004,4.4,11.600000000000001,8.8,12.600000000000001,-13.200000000000001,34.0,-4.0
0.3,6.4,4.2,11.86236371965301,8.855411871578749,11.200000000000001,-10.8,36.4,-2.8000000000000003
0.31,8.4,5.4,13.657754483360455,6.723284548330788,10.0,-10.600000000000001,38.6,-2.6775317840799793
0.32,9.0,5.2,13.0,7.4,9.4,-10.878242901097686,39.400000000000006,-2.0
0.33,7.6000000000000005,4.66605146396346,12.008711491316108,5.6000000000000005,10.200000000000001,-13.200000000000001,43.0,-0.0
0.34,8.8,4.800000000000001,12.600000000000001,3.8000000000000003,8.4,-11.602138963689265,45.2,-0.7794941996495919
0.35000000000000003,9.200000000000001,5.4,11.200000000000001,5.587560387828748,5.6000000000000005,-14.8,48.2,-0.4
0.36,11.4,5.148763515096902,10.0,6.6000000000000005,8.0,-11.158784758095178,48.800000000000004,0.39122226222543544
0.37,13.26394852368099,4.212514161523699,8.200000000000001,2.8000000000000003,6.2,-12.200000000000001,50.6,0.0
0.38,14.200000000000001,5.6000000000000005,7.0,3.5774355084557876,5.6000000000000005,-13.78381913133453,53.6,1.8
0.39,13.200000000000001,5.2,8.0,4.261249481500311,5.188667887780149,-11.4,51.6,3.0
0.4,14.600000000000001,6.371324482187225,8.200000000000001,2.4000000000000004,4.4,-12.200000000000001,53.400000000000006,3.2
0.41000000000000003,14.600000000000001,2.6,10.0,0.4,1.7290376235342002,-12.0,53.400000000000006,3.4000000000000004
0.42,16.2,4.6000000000000005,7.0,1.4000000000000001,1.0,-11.000425698639278,56.800000000000004,4.6000000000000005
0.43,16.2,5.0,7.0,2.2,3.6,-10.4,57.2,4.0
0.44,17.0,4.6000000000000005,6.800000000000001,-0.4376807202537112,-0.2,-10.8,57.40811007743663,5.2
0.45,17.0,3.2,6.2,-0.2,0.24427944114694822,-13.200000000000001,56.400000000000006,7.2
0.46,16.0,1.8,7.4,-2.0,0.8,-10.4,56.0,6.0
0.47000000000000003,19.200000000000003,4.637850469459124,6.534091378722768,-1.6,-1.865594066813096,-11.4,54.800000000000004,7.4
0.48,20.6,2.2,4.800000000000001,-1.6,-2.4000000000000004,-9.600000000000001,55.55693519084594,8.0
0.49,21.0,2.2,3.831456493097394,-2.4000000000000004,-1.5374656627520193,-9.600000000000001,52.800000000000004,7.2
0.51,20.0,4.2,3.4000000000000004,-3.6,-2.941188060952337,-9.8,51.800000000000004,9.200000000000001
0.52,19.8,0.6000000000000001,3.6,-3.1202478957748,-3.1246256120291904,-9.4,51.6,8.657558287535144
0.53,22.400000000000002,2.4000000000000004,2.4000000000000004,-3.6,-4.2,-10.8,52.6,10.200000000000001
0.54,21.8,0.6000000000000001,3.6,-4.047987265033516,-5.2,-7.0,48.800000000000004,9.789303068445092
0.55,23.0,0.2,1.6174125920245732,-5.6000000000000005,-5.4,-7.991421887772794,47.237043259295014,11.200000000000001
0.56,22.8,0.8,3.4000000000000004,-6.6000000000000005,-4.4,-7.7809229347251465,46.0,11.600000000000001
0.5700000000000001,22.8,1.0,2.1536237342302775,-4.4409784661365315,-6.13464940115121,-7.2,44.54671057661029,12.200000000000001
0.58,25.8,0.8,-0.2,-6.800000000000001,-5.724574775325387,-9.0,43.063909037775275,12.78578247681996
0.59,25.400000000000002,0.6000000000000001,2.2,-7.800000000000001,-7.6000000000000005,-5.800000000000001,38.2,12.600000000000001
0.6,25.242951126781605,-1.6,-0.6000000000000001,-9.600000000000001,-4.800000000000001,-6.770867975291933,36.800000000000004,12.600000000000001
0.61,26.400000000000002,-2.4000000000000004,2.4000000000000004,-9.600000000000001,-6.800000000000001,-6.0,34.6,14.4
0.62,25.8,-2.0,1.6640864410114486,-9.77342694041178,-7.0,-6.2,32.2,16.0
0.63,25.6,-1.6,2.9338668379577175,-9.4,-6.3380358009320465,-6.4,29.8,16.0
0.64,27.773548163461314,-2.6,-1.6203138786312365,-10.654230900271525,-8.0,-5.4,27.0,16.6
0.65,28.0,-6.454678004061698,1.0,-10.8,-6.4,-4.6000000000000005,23.200000000000003,16.1926549144341
0.66,25.200000000000003,-5.0,0.8,-12.8,-9.200000000000001,-4.0,21.37946381286776,17.400000000000002
0.67,26.6,-3.8000000000000003,0.13512528850026506,-10.600000000000001,-8.461998623193205,-4.2,18.0,0.05757664291603
0.68,26.400000000000002,-3.0,1.8,-12.537791647115204,-8.40997090189712,-3.4000000000000004,14.8,1.6
0.6900000000000001,27.200000000000003,-5.184631491148675,0.6000000000000001,-11.8,-9.4,-3.2,10.200000000000001,3.8000000000000003
0.7000000000000001,25.200000000000003,-4.0,2.4000000000000004,-12.4,-8.0,-3.8000000000000003,8.200000000000001,2.8000000000000003
0.71,27.400000000000002,-6.6000000000000005,-0.0,-12.200000000000001,-7.4,-2.0230103061819333,5.4,7.613891609844247
0.72,25.0,-5.279998650846191,-1.0,-12.8,-8.200000000000001,-1.6,0.4,6.0
0.73,25.6,-5.6000000000000005,0.2,-11.600000000000001,-8.200000000000001,-1.8,3.2,10.4
0.74,24.400000000000002,-5.800000000000001,1.6659111770605366,-12.8,-6.6000000000000005,0.2,6.800000000000001,9.0
0.75,24.6,-7.6000000000000005,2.0,-11.600000000000001,-6.4,-0.4,7.595451917062605,10.4
0.76,23.8,-8.6,0.0,-12.0,-6.4,0.4,9.0,12.0
0.77,23.6,-6.6000000000000005,1.6,-11.200000000000001,-7.0,-0.6000000000000001,12.200000000000001,13.4
0.78,25.0,-9.200000000000001,1.4000000000000001,-11.200000000000001,-5.6000000000000005,0.0027799275100434256,11.8,14.427097987237698
0.79,23.6,-8.8,1.2000000000000002,-12.200000000000001,-5.6000000000000005,0.8,11.600000000000001,16.0
0.8,25.200000000000003,-7.0,2.725661460657516,-11.4,-4.4,0.2,13.4,17.8
0.81,22.6,-8.6,0.7881223642918337,-11.862411334495288,-4.4,-0.0,15.8,16.6
0.8200000000000001,21.6,-8.6,0.0,-9.600000000000001,-3.4000000000000004,3.4000000000000004,15.4,17.8
0.8300000000000001,21.200000000000003,-8.6,1.2000000000000002,-10.600000000000001,-4.2,1.8,14.8,17.8
0.84,21.0,-9.0,0.8,-9.8,-3.6,2.563771234156732,15.200000000000001,13.8
0.85,21.0,-9.8,2.0,-9.600000000000001,-1.0,3.2,13.4,17.0
0.86,19.608215642551443,-11.039589799118417,3.8000000000000003,-9.122669212878632,-0.2,3.0,11.8,15.4
0.87,17.946443944898917,-7.654053566158288,7.2,-6.0,-0.8,2.4774384083959586,11.4,14.4
0.88,19.6,-10.8,10.0,-7.0,0.4,4.800000000000001,8.6,13.0
0.89,19.200000000000003,-10.4,11.200000000000001,-6.800000000000001,0.6000000000000001,3.3499660907483872,7.6000000000000005,13.200000000000001
0.9,16.8,-10.4,16.8,-6.800000000000001,2.8000000000000003,4.800000000000001,4.2,13.4
0.91,18.0,-11.600000000000001,21.0,-4.6000000000000005,2.132185017889798,5.800000000000001,1.8,14.600000000000001
0.92,15.472979238307943,-11.600000000000001,23.400000000000002,-5.6000000000000005,2.8000000000000003,3.2,14.0,13.600000000000001
0.93,16.2,-9.8,24.400000000000002,-4.4,5.0,5.4,14.4,9.200000000000001
0.9400000000000001,13.4,-12.200000000000001,28.400000000000002,-1.8,4.0,5.0,13.4,10.0
0.9500000000000001,16.0,-11.200000000000001,31.400000000000002,-4.4,5.800000000000001,4.0,12.923843503013883,9.8
0.96,11.0,-10.8,34.800000000000004,-2.140057099411205,5.2,5.344105156171333,13.0,10.4
0.97,10.8,-12.0,37.0578845898678,-2.0,7.807247713068694,5.2,12.8,8.4
0.98,13.4,-11.8,36.2,-1.2000000000000002,8.8,4.6000000000000005,10.8,7.235265741784927
0.99,8.6,-10.8,40.6,-1.4000000000000001,7.4,7.0,9.4,7.4
1.0,9.4,-12.0,43.400000000000006,-1.2000000000000002,8.200000000000001,5.6000000000000005,12.07612639457371,6.4
1.01,8.200000000000001,-13.846427086082876,45.2,0.2,10.600000000000001,4.0,11.200000000000001,7.4
1.02,8.0,-10.142331793231023,47.400000000000006,0.2,13.200000000000001,5.363011564118656,9.4,8.200000000000001
1.03,7.433388374999787,-12.533632546325295,48.800000000000004,-1.2000000000000002,13.0,5.0,10.850108051162938,6.2
1.04,6.2,-11.359194948318574,50.6,0.8,12.60476108183667,4.067208680081231,10.4,5.6000000000000005
1.05,6.4,-12.8,52.960221174256354,2.0,12.8,4.825416969293564,9.200000000000001,5.4
1.06,6.179887001756267,-12.0,54.6,1.8,13.200000000000001,5.2,11.0,4.0
1.07,3.4000000000000004,-11.785582955223889,54.13680196328989,3.6,16.0,3.8000000000000003,10.0,2.6
1.08,1.6,-11.043062957461911,55.800000000000004,3.2,16.8,3.2,7.791521425162875,2.2
1.09,1.7708695352246846,-11.8,56.2,4.6000000000000005,16.0,2.992948404109352,7.4,3.0
1.1,2.2,-8.8,57.6,7.254345041051238,17.267548537618605,3.0,6.0,1.6
1.11,1.4000000000000001,-10.600000000000001,57.2,7.0,18.275151159218396,4.6000000000000005,8.200000000000001,-0.2
1.12,1.4000000000000001,-9.600000000000001,58.6,6.800000000000001,20.6,4.4,6.800000000000001,1.4000000000000001
1.1300000000000001,1.6,-10.200000000000001,56.940320693053074,8.585154773669423,19.6,2.8000000000000003,7.067241814252388,-1.2000000000000002
1.1400000000000001,-0.6000000000000001,-9.0,54.400000000000006,7.4,19.200000000000003,3.2,3.6,-2.0
1.1500000000000001,-1.8,-11.8,56.800000000000004,8.0,19.6,1.8,6.2689695417316305,-2.3299975164094953
1.16,-2.8000000000000003,-10.200000000000001,55.6,7.4,20.400000000000002,2.2,4.4,-1.8
1.17,-2.8000000000000003,-9.600000000000001,54.6,10.4,23.161543047492025,2.0,5.2,-1.5459967051780212
1.18,-2.4000000000000004,-9.4,51.184789615073626,11.600000000000001,23.0,2.6,4.6000000000000005,-2.931634518137089
1.19,-4.2,-8.0,52.400000000000006,11.202182665249033,22.6,3.2,3.6,-4.225071209570517
1.2,-3.6,-7.636044579451953,50.800000000000004,12.200000000000001,20.6,0.6000000000000001,2.605288339460523,-5.2
1.21,-5.6000000000000005,-8.0,46.800000000000004,8.6,23.200000000000003,0.6000000000000001,3.2,-4.045625593258685
1.22,-5.0,-7.6000000000000005,47.0,14.193017262101868,24.8,1.2000000000000002,1.5574161266357394,-5.6000000000000005
1.23,-7.0,-4.6000000000000005,44.6,12.477988308672678,25.200000000000003,-0.8,3.2,-5.6000000000000005
1.24,-6.4,-6.430417636303174,42.2,15.4,25.6,-0.6000000000000001,1.0,-6.6000000000000005
1.25,-4.641817800071156,-8.6,39.800000000000004,15.4,24.200000000000003,0.8,1.4000000000000001,-6.800000000000001
1.26,-6.0,-5.2,35.5885730974869,15.0,26.0,0.8680632652111655,0.6000000000000001,-7.2474576780910684
1.27,-6.754156872119424,-5.0,34.83489230997754,14.4,25.013170055961936,-1.8,1.4000000000000001,-5.800000000000001
1.28,-6.610461719934174,-4.0,33.0,15.325572150644295,26.194310686344476,-2.0,0.2,-8.4
1.29,-6.4,-4.2,28.758068586250374,14.0,25.607477627958552,-0.9359764491995696,0.6000000000000001,-9.742751825255896
1.3,-6.8271652446328925,-5.4,26.6,17.381073435975114,27.605076495214238,-1.0,3.6,-9.8
1.31,-7.0,-3.2,23.23229434873512,14.4,27.06625990547242,-2.8157451990503546,2.2,-11.4
1.32,-8.200000000000001,-3.6,20.200000000000003,17.2,26.6,-3.6,1.7979376535429525,-12.0
1.33,-8.735164520473566,-2.2,15.8,19.8,28.200000000000003,-2.8000000000000003,1.8,-10.4
1.34,-6.6000000000000005,-1.6,15.0,1.8,26.400000000000002,-2.7898174459002893,1.6,-11.200000000000001
1.35,-8.655965128388566,-3.0,11.200000000000001,1.0,25.200000000000003,-3.6,1.2000000000000002,-10.4
1.36,-6.800000000000001,-1.6,7.0,2.4000000000000004,27.86338012404037,-2.2,2.2,-13.200000000000001
1.37,-6.0,-0.9556791263206476,5.800000000000001,4.4,26.8,-4.135140162886628,0.5719677771350683,-12.600000000000001
1.3800000000000001,-8.0,-1.4000000000000001,2.2,6.474942131269246,26.200000000000003,-6.0,2.9916777006416955,-11.200000000000001
1.3900000000000001,-7.4,0.760461489253872,1.2000000000000002,8.4,25.6,-4.828896214016846,1.4000000000000001,-12.4
1.4000000000000001,-6.837786320949769,0.2,4.800000000000001,9.600000000000001,26.6,-6.4,2.265822724926092,-12.947105403059041
1.41,-7.224837486003224,-1.0,7.2,9.179102434439788,26.6,-6.214794042976489,3.0,-12.600000000000001
1.42,-7.0,0.2,6.800000000000001,12.0,24.8,-5.6000000000000005,1.7650935337486524,-11.8
1.43,-6.2,1.2000000000000002,8.4,13.4,25.8,-6.0,0.6000000000000001,-11.200000000000001
1.44,-6.2384237623122525,2.67574230805925,9.0,14.600000000000001,25.13963786910996,-10.0,2.6,-9.8
1.45,-4.4,1.6,12.079836156648412,17.783741332528635,23.6,-8.0,3.0,-12.600000000000001
1.46,-4.386335513404624,1.647434163401104,13.4,17.400000000000002,24.0,-8.353117664823223,-0.5457653128503296,-12.600000000000001
1.47,-5.6000000000000005,3.0799548356793918,13.0,18.8,22.975217628546698,-8.168217784742941,1.2000000000000002,-13.0
1.48,-1.8,1.8,14.200000000000001,19.6,24.400000000000002,-9.4,1.6,-10.600000000000001
1.49,-3.4000000000000004,1.3934685701435527,16.0,18.0,22.0,-9.200000000000001,1.2000000000000002,-10.375934142176527
1.51,-2.6,3.4142925095994108,15.258280139669008,16.0,23.640444011774846,-9.200000000000001,0.2,-11.0
1.52,-2.583835022159531,2.6,13.600000000000001,17.2,21.6,-11.0,0.4,-10.269929218561032
1.53,-1.4000000000000001,6.0,14.8,15.0,19.200000000000003,-9.8,-0.4,-9.0
1.54,-1.6,3.8000000000000003,11.0,14.0,18.0,-9.0,5.0,-8.4
1.55,-1.4000000000000001,4.364864247214569,11.4,13.421008119426764,19.400000000000002,-11.4,8.6,-8.829112294818756
